DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
PARI;281;365;313;307;0;0;0;0;0;0;94;5;0;0;0;0;;;dez-09
PARQUE DO CARMO;1.300;2.060;657;713;0;157;0;0;0;0;290;64;0;0;0;0;;;dez-09
PEDREIRA;1.523;3.814;4.391;4.317;199;1.193;0;0;0;0;1.411;669;0;0;0;0;;;dez-09
PENHA;1.282;1.287;550;334;0;0;0;0;0;0;366;142;0;0;0;0;;;dez-09
PERDIZES;413;616;345;285;0;0;0;0;0;0;73;9;0;0;0;0;;;dez-09
PERUS;959;3.501;4.259;3.980;207;810;0;0;0;0;972;54;0;0;0;0;;;dez-09
PINHEIROS;283;695;372;408;0;0;0;0;0;0;121;21;0;0;0;0;;;dez-09
PIRITUBA;1.499;3.816;3.632;4.128;384;1.204;309;0;0;0;814;161;0;0;0;0;;;dez-09
PONTE RASA;767;2.021;2.164;3.100;70;429;0;0;0;0;429;156;0;0;0;0;;;dez-09
RAPOSO TAVARES;1.717;4.180;3.987;3.839;209;757;0;0;0;0;749;77;0;0;0;0;;;dez-09
REPUBLICA;14;430;0;0;0;0;0;0;0;0;9;45;0;0;0;0;;;dez-09
RIO PEQUENO;1.604;3.609;3.729;3.222;276;639;0;0;0;0;803;75;0;0;0;0;;;dez-09
SACOMA;3.245;6.170;5.115;5.291;528;1.323;0;0;0;0;1.444;486;0;0;0;0;;;dez-09
SANTA CECILIA;888;1.096;0;0;0;0;0;0;0;0;289;26;0;0;0;0;;;dez-09
SANTANA;895;1.257;1.285;1.507;0;120;1.010;550;0;0;320;54;0;0;0;0;;;dez-09
SANTO AMARO;265;396;980;1.263;0;486;99;0;0;0;119;23;0;0;0;0;;;dez-09
SAO DOMINGOS;747;1.785;2.740;2.915;73;269;0;0;0;0;474;58;0;0;0;0;;;dez-09
SAO LUCAS;600;2.998;3.148;3.434;50;342;0;0;0;0;601;77;0;0;0;0;;;dez-09
SAO MATEUS;1.852;4.828;3.822;4.008;247;1.053;0;0;0;0;603;98;0;0;0;0;;;dez-09
SAO MIGUEL;1.685;2.817;3.621;3.936;87;1.093;254;0;0;0;385;175;0;0;0;0;;;dez-09
SAO RAFAEL;2.359;6.977;4.945;4.670;377;956;0;0;0;0;998;136;0;0;0;0;;;dez-09
SAPOPEMBA;3.737;9.683;9.522;9.817;595;1.474;259;0;0;0;1.705;193;0;0;0;0;;;dez-09
SAUDE;419;954;184;349;47;145;0;0;0;0;282;42;0;0;0;0;;;dez-09
SE;57;144;465;372;58;140;0;0;0;0;200;40;0;0;0;0;;;dez-09
SOCORRO;369;1.172;1.191;1.428;76;361;0;0;0;0;142;43;0;0;0;0;;;dez-09
TATUAPE;434;1.728;783;1.034;69;407;0;0;0;0;165;41;0;0;0;0;;;dez-09
TREMEMBE;1.266;4.958;3.801;3.974;374;982;0;0;0;0;1.858;567;0;0;0;0;;;dez-09
TUCURUVI;348;943;1.186;1.213;0;51;0;0;0;0;244;64;0;0;0;0;;;dez-09
VILA ANDRADE;428;1.735;2.315;1.577;244;292;0;0;0;0;1.262;457;0;0;0;0;;;dez-09
VILA CURUCA;2.159;5.942;5.922;6.575;56;928;0;0;0;0;1.046;444;0;0;0;0;;;dez-09
VILA FORMOSA;654;2.056;841;890;0;99;0;0;0;0;434;111;0;0;0;0;;;dez-09
VILA GUILHERME;410;1.384;1.063;1.027;31;79;0;0;0;0;244;64;0;0;0;0;;;dez-09
VILA JACUI;2.115;5.831;3.871;4.243;116;687;0;0;0;0;843;217;0;0;0;0;;;dez-09
VILA LEOPOLDINA;268;788;650;613;33;88;0;0;0;0;66;21;0;0;0;0;;;dez-09
VILA MARIA;1.522;3.904;3.477;3.007;124;461;0;0;0;0;706;160;0;0;0;0;;;dez-09
VILA MARIANA;346;1.337;290;252;0;0;0;0;0;0;278;22;0;0;0;0;;;dez-09
VILA MATILDE;929;1.339;2.369;2.849;49;275;0;0;0;0;205;26;0;0;0;0;;;dez-09
VILA MEDEIROS;1.578;3.204;1.938;2.005;385;1.003;0;0;0;0;824;175;0;0;0;0;;;dez-09
VILA PRUDENTE;1.289;2.199;1.017;1.177;62;262;0;0;0;0;200;13;0;0;0;0;;;dez-09
VILA SONIA;839;2.376;1.895;1.993;182;455;0;0;0;0;858;225;0;0;0;0;;;dez-09
AGUA RASA;683;1.094;1.120;1.317;60;151;0;0;1;8;256;96;0;0;0;0;;;mar-10
ALTO DE PINHEIROS;222;79;0;0;0;0;0;0;6;0;73;2;0;0;0;0;;;mar-10
ANHANGUERA;803;2.238;2.826;3.116;178;657;0;0;26;17;499;263;0;0;0;0;;;mar-10
ARICANDUVA;893;1.097;1.579;2.029;107;309;0;0;5;16;303;248;0;0;0;0;;;mar-10
ARTUR ALVIM;1.613;3.167;2.223;2.533;0;178;0;0;12;13;451;313;0;0;0;0;;;mar-10
BARRA FUNDA;284;51;0;0;0;0;0;0;0;0;56;2;0;0;0;0;;;mar-10
BELA VISTA;691;1.116;417;464;0;335;0;0;9;11;532;34;0;0;0;0;;;mar-10
BELEM;640;906;342;262;0;0;0;0;4;5;173;119;0;0;0;0;;;mar-10
BOM RETIRO;447;1.172;0;0;0;0;0;0;0;4;326;84;0;0;0;0;;;mar-10
BRAS;398;743;0;0;0;0;0;0;3;3;306;75;0;0;0;0;;;mar-10
BRASILANDIA;3.936;8.847;8.032;8.237;500;2.706;0;0;80;58;1.942;1.349;0;0;0;0;;;mar-10
BUTANTA;359;943;1.237;1.477;326;786;0;0;36;4;138;95;0;0;0;0;;;mar-10
CACHOEIRINHA;1.710;3.893;3.202;3.404;182;777;0;0;12;41;788;391;0;0;0;0;;;mar-10
CAMBUCI;178;528;0;0;227;347;0;0;4;0;149;186;0;0;0;0;;;mar-10
CAMPO BELO;524;683;1.020;1.383;147;498;0;0;11;4;302;17;0;0;0;0;;;mar-10
CAMPO GRANDE;662;2.190;2.255;3.030;262;639;0;0;9;14;356;412;0;0;0;0;;;mar-10
CAMPO LIMPO;2.296;7.786;8.257;8.314;635;2.424;0;0;41;109;3.069;1.591;0;0;0;0;;;mar-10
CANGAIBA;1.486;3.945;1.932;2.656;115;855;0;0;4;27;1.081;1.003;0;0;0;0;;;mar-10
CAPAO REDONDO;2.462;7.292;9.050;8.876;1.112;3.238;0;0;73;158;3.305;2.544;0;0;0;0;;;mar-10
CARRAO;1.120;1.735;974;1.159;0;0;0;0;3;10;238;56;0;0;0;0;;;mar-10
CASA VERDE;527;1.232;1.142;1.225;101;241;0;0;4;11;652;401;0;0;0;0;;;mar-10
CIDADE ADEMAR;2.708;5.377;3.387;3.629;502;1.056;0;0;12;51;3.018;1.997;0;0;0;0;;;mar-10
CIDADE DUTRA;3.303;7.204;5.485;6.892;401;1.568;0;0;29;38;2.373;845;0;0;0;0;;;mar-10
CIDADE LIDER;1.938;4.413;2.897;3.344;324;1.335;0;0;18;27;745;333;0;0;0;0;;;mar-10
CIDADE TIRADENTES;4.597;9.774;11.295;12.097;428;1.636;524;0;200;115;1.685;826;0;0;0;0;;;mar-10
CONSOLACAO;249;1.547;0;0;0;0;0;0;0;2;149;30;0;0;0;0;;;mar-10
CURSINO;398;1.510;699;881;70;195;0;0;1;3;597;346;0;0;0;0;;;mar-10
ERMELINO MATARAZZO;1.094;3.175;1.291;1.613;205;839;0;0;7;7;712;523;0;0;0;0;;;mar-10
FREGUESIA DO O;1.708;4.506;3.566;3.404;251;777;0;0;16;18;1.280;890;0;0;0;0;;;mar-10
GRAJAU;3.703;11.227;7.129;6.726;559;2.887;0;0;34;136;4.454;3.250;0;0;0;0;;;mar-10
GUAIANASES;2.341;4.027;1.568;1.841;372;626;0;0;53;31;312;149;0;0;0;0;;;mar-10
IGUATEMI;1.762;4.899;6.777;6.733;229;946;0;0;11;24;1.541;1.217;0;0;0;0;;;mar-10
IPIRANGA;946;2.325;635;790;209;446;0;0;11;6;650;140;0;0;0;0;;;mar-10
ITAIM BIBI;296;754;575;671;57;275;0;0;1;3;131;33;0;0;0;0;;;mar-10
ITAIM PAULISTA;3.278;7.179;5.726;5.774;242;1.332;0;0;48;46;2.084;1.439;0;0;0;0;;;mar-10
ITAQUERA;3.588;5.730;2.782;3.306;182;1.065;0;0;29;63;975;800;0;0;0;0;;;mar-10
JABAQUARA;2.358;5.008;2.624;3.133;299;625;0;0;24;66;1.865;1.061;0;0;0;0;;;mar-10
JACANA;1.253;2.950;1.861;2.034;106;444;0;0;6;14;672;564;0;0;0;0;;;mar-10
JAGUARA;568;927;709;764;67;253;0;0;5;1;103;29;0;0;0;0;;;mar-10
JAGUARE;787;1.244;623;577;77;200;0;0;9;14;384;97;0;0;0;0;;;mar-10
JARAGUA;3.154;7.309;9.084;9.414;561;1.794;278;0;49;56;1.784;1.304;0;0;0;0;;;mar-10
JARDIM ANGELA;2.252;8.946;7.447;6.238;409;1.673;0;0;63;122;3.797;2.509;0;0;0;0;;;mar-10
JARDIM HELENA;1.933;4.844;5.331;5.594;109;1.181;0;0;32;41;1.286;949;0;0;0;0;;;mar-10
JARDIM PAULISTA;24;275;0;0;0;0;0;0;0;0;3;7;0;0;0;0;;;mar-10
JARDIM SAO LUIS;3.530;8.028;6.286;6.333;412;1.410;0;0;71;163;3.065;1.275;0;0;0;0;;;mar-10
JOSE BONIFACIO;1.702;4.141;2.739;2.843;79;447;0;0;51;13;431;261;0;0;0;0;;;mar-10
LAJEADO;3.748;6.121;3.419;3.773;205;1.306;0;0;142;77;1.048;1.406;0;0;0;0;;;mar-10
LAPA;238;1.309;0;0;0;0;0;0;1;7;161;79;0;0;0;0;;;mar-10
LIBERDADE;344;625;260;320;0;0;0;0;2;3;376;98;0;0;0;0;;;mar-10
LIMAO;467;1.439;786;763;40;256;0;0;7;15;332;159;0;0;0;0;;;mar-10
MANDAQUI;917;2.338;1.705;2.110;169;409;0;0;2;6;666;397;0;0;0;0;;;mar-10
MARSILAC;56;83;0;0;0;0;0;0;0;0;4;16;0;0;0;0;;;mar-10
MOEMA;205;611;364;230;0;0;0;0;7;7;52;57;0;0;0;0;;;mar-10
MOOCA;500;1.004;289;303;65;194;0;0;2;2;150;90;0;0;0;0;;;mar-10
MORUMBI;324;685;498;637;68;134;0;0;4;6;261;31;0;0;0;0;;;mar-10
PARELHEIROS;2.013;5.323;3.008;1.994;258;1.028;0;0;14;15;1.426;926;0;0;0;0;;;mar-10
PARI;328;287;305;328;0;0;0;0;0;0;125;18;0;0;0;0;;;mar-10
PARQUE DO CARMO;1.299;1.833;648;747;0;117;0;0;22;7;314;172;0;0;0;0;;;mar-10
PEDREIRA;1.501;3.489;3.778;4.626;181;1.304;0;0;32;69;1.339;1.126;0;0;0;0;;;mar-10
PENHA;1.295;1.213;559;405;0;0;0;0;7;10;514;233;0;0;0;0;;;mar-10
PERDIZES;358;700;355;302;0;0;0;0;0;6;134;4;0;0;0;0;;;mar-10
PERUS;918;3.274;4.268;4.020;205;788;0;0;10;25;1.027;338;0;0;0;0;;;mar-10
PINHEIROS;287;709;353;378;0;0;0;0;17;11;141;20;0;0;0;0;;;mar-10
PIRITUBA;1.381;3.607;3.439;4.132;347;1.069;307;0;11;65;850;510;0;0;0;0;;;mar-10
PONTE RASA;754;1.916;1.995;3.084;51;439;0;0;5;8;449;259;0;0;0;0;;;mar-10
RAPOSO TAVARES;1.741;3.915;3.904;4.185;208;831;0;0;16;32;899;213;0;0;0;0;;;mar-10
REPUBLICA;6;295;0;0;0;0;0;0;0;3;4;73;0;0;0;0;;;mar-10
RIO PEQUENO;1.560;3.396;3.252;3.493;251;636;0;0;9;19;985;224;0;0;0;0;;;mar-10
SACOMA;3.223;5.900;4.869;5.423;428;1.350;0;0;18;39;1.611;922;0;0;0;0;;;mar-10
SANTA CECILIA;844;990;0;0;0;0;0;0;36;18;412;58;0;0;0;0;;;mar-10
SANTANA;872;1.204;1.134;1.618;0;198;1.114;601;7;8;291;124;0;0;0;0;;;mar-10
SANTO AMARO;247;401;750;1.195;68;547;96;0;3;12;132;67;0;0;0;0;;;mar-10
SAO DOMINGOS;694;1.593;2.622;2.992;60;289;0;0;4;8;458;186;0;0;0;0;;;mar-10
SAO LUCAS;615;2.582;2.898;3.392;103;567;0;0;1;16;492;358;0;0;0;0;;;mar-10
SAO MATEUS;1.968;4.584;3.634;3.930;344;1.305;0;0;12;11;758;284;0;0;0;0;;;mar-10
SAO MIGUEL;1.676;2.747;3.271;4.147;138;974;274;0;12;17;473;270;0;0;0;0;;;mar-10
SAO RAFAEL;2.441;6.375;5.139;4.929;363;1.114;0;0;13;23;1.204;463;0;0;0;0;;;mar-10
SAPOPEMBA;3.977;9.124;9.313;10.095;629;1.745;311;0;31;54;2.081;402;0;0;0;0;;;mar-10
SAUDE;392;1.032;237;360;60;236;0;0;0;1;320;60;0;0;0;0;;;mar-10
SE;47;147;492;395;95;139;0;0;0;0;187;73;0;0;0;0;;;mar-10
SOCORRO;321;979;1.032;1.434;74;349;0;0;1;6;136;39;0;0;0;0;;;mar-10
TATUAPE;431;1.256;714;1.039;100;518;0;0;5;6;146;88;0;0;0;0;;;mar-10
TREMEMBE;1.335;4.626;3.641;4.290;498;1.198;0;0;7;12;1.554;1.481;0;0;0;0;;;mar-10
TUCURUVI;300;632;1.085;1.228;0;0;0;0;7;1;241;170;0;0;0;0;;;mar-10
VILA ANDRADE;464;1.530;2.314;1.774;242;450;0;0;5;33;1.207;754;0;0;0;0;;;mar-10
VILA CURUCA;2.206;5.659;5.815;6.584;76;935;0;0;29;45;1.055;856;0;0;0;0;;;mar-10
VILA FORMOSA;632;1.915;806;883;0;142;0;0;7;6;416;175;0;0;0;0;;;mar-10
VILA GUILHERME;358;1.159;1.010;1.037;65;125;0;0;3;4;241;123;0;0;0;0;;;mar-10
VILA JACUI;2.349;5.378;3.955;4.460;144;362;0;0;23;20;935;600;0;0;0;0;;;mar-10
VILA LEOPOLDINA;227;550;539;564;69;171;0;0;8;0;78;35;0;0;0;0;;;mar-10
VILA MARIA;1.517;3.560;3.061;3.102;97;436;0;0;7;17;690;418;0;0;0;0;;;mar-10
VILA MARIANA;353;887;296;237;0;0;0;0;2;3;304;48;0;0;0;0;;;mar-10
VILA MATILDE;924;1.353;2.221;2.846;93;423;0;0;3;3;313;67;0;0;0;0;;;mar-10
VILA MEDEIROS;1.356;3.284;1.780;2.075;418;1.060;0;0;12;48;954;304;0;0;0;0;;;mar-10
VILA PRUDENTE;1.264;2.037;996;1.177;73;266;0;0;13;6;302;84;0;0;0;0;;;mar-10
VILA SONIA;808;2.120;1.764;2.104;190;499;0;0;3;23;945;383;0;0;0;0;;;mar-10
AGUA RASA;691;1.071;1.109;1.316;59;142;0;0;3;13;348;76;0;0;0;0;;;jun-10
ALTO DE PINHEIROS;241;78;0;0;0;0;0;0;0;0;91;1;0;0;0;0;;;jun-10
ANHANGUERA;813;2.273;2.898;3.062;178;708;0;0;1;12;691;241;0;0;0;0;;;jun-10
ARICANDUVA;899;1.108;1.590;2.013;104;275;0;0;49;3;408;208;0;0;0;0;;;jun-10
ARTUR ALVIM;1.636;3.180;2.226;2.519;0;177;0;0;14;9;671;275;0;0;0;0;;;jun-10
BARRA FUNDA;283;53;0;0;0;0;0;0;0;0;81;1;0;0;0;0;;;jun-10
BELA VISTA;707;1.142;429;464;0;353;0;0;3;2;678;22;0;0;0;0;;;jun-10
BELEM;638;905;340;255;0;0;0;0;5;2;233;111;0;0;0;0;;;jun-10
BOM RETIRO;450;1.180;0;0;0;0;0;0;8;4;436;57;0;0;0;0;;;jun-10
BRAS;406;733;0;0;0;0;0;0;1;3;406;35;0;0;0;0;;;jun-10
BRASILANDIA;4.113;9.192;7.923;8.165;505;2.767;0;0;18;19;2.628;931;0;0;0;0;;;jun-10
BUTANTA;389;939;1.225;1.472;339;835;0;0;4;4;174;76;0;0;0;0;;;jun-10
CACHOEIRINHA;1.724;3.938;3.158;3.351;185;797;0;0;9;4;1.052;339;0;0;0;0;;;jun-10
CAMBUCI;181;518;0;0;249;374;0;0;2;6;186;177;0;0;0;0;;;jun-10
CAMPO BELO;526;669;1.033;1.384;130;512;0;0;4;1;359;7;0;0;0;0;;;jun-10
CAMPO GRANDE;671;2.203;2.230;2.997;229;608;0;0;5;6;415;364;0;0;0;0;;;jun-10
CAMPO LIMPO;2.334;7.897;8.329;8.275;654;2.457;0;0;8;24;3.663;1.505;0;0;0;0;;;jun-10
CANGAIBA;1.490;4.028;1.970;2.653;127;877;0;0;8;6;1.499;941;0;0;0;0;;;jun-10
CAPAO REDONDO;2.498;7.410;9.048;8.844;1.228;3.564;0;0;37;21;3.783;2.462;0;0;0;0;;;jun-10
CARRAO;1.118;1.728;979;1.172;0;0;0;0;3;3;301;50;0;0;0;0;;;jun-10
CASA VERDE;535;1.241;1.146;1.232;94;239;0;0;2;3;771;371;0;0;0;0;;;jun-10
CIDADE ADEMAR;2.698;5.399;3.449;3.612;472;1.100;0;0;5;8;3.623;2.002;0;0;0;0;;;jun-10
CIDADE DUTRA;3.350;7.318;5.439;6.851;424;1.623;0;0;7;14;2.983;613;0;0;0;0;;;jun-10
CIDADE LIDER;1.953;4.427;2.896;3.313;319;1.321;0;0;10;16;879;213;0;0;0;0;;;jun-10
CIDADE TIRADENTES;5.169;9.982;11.616;12.233;451;1.916;476;0;206;51;1.775;606;0;0;0;0;;;jun-10
CONSOLACAO;249;1.526;0;0;0;0;0;0;0;2;156;15;0;0;0;0;;;jun-10
CURSINO;397;1.518;708;883;77;242;0;0;1;5;703;336;0;0;0;0;;;jun-10
ERMELINO MATARAZZO;1.129;3.298;1.276;1.594;213;820;0;0;5;2;902;463;0;0;0;0;;;jun-10
FREGUESIA DO O;1.727;4.519;3.519;3.329;226;719;0;0;6;14;1.500;831;0;0;0;0;;;jun-10
GRAJAU;3.872;11.524;7.127;6.717;545;2.904;0;0;15;16;5.290;3.071;0;0;0;0;;;jun-10
GUAIANASES;2.723;4.076;1.595;1.863;366;636;0;0;58;15;295;122;0;0;0;0;;;jun-10
IGUATEMI;1.769;4.956;6.773;6.666;245;963;0;0;3;11;1.863;1.213;0;0;0;0;;;jun-10
IPIRANGA;955;2.328;652;793;189;407;0;0;3;3;851;146;0;0;0;0;;;jun-10
ITAIM BIBI;300;754;569;659;55;308;0;0;2;2;214;37;0;0;0;0;;;jun-10
ITAIM PAULISTA;3.314;7.254;5.742;5.770;248;1.445;0;0;11;13;2.438;1.351;0;0;0;0;;;jun-10
ITAQUERA;3.734;5.802;2.794;3.315;216;1.087;0;0;37;16;1.236;644;0;0;0;0;;;jun-10
JABAQUARA;2.381;5.058;2.671;3.143;269;736;0;0;8;17;2.257;982;0;0;0;0;;;jun-10
JACANA;1.253;3.133;1.809;1.987;82;457;0;0;7;11;870;403;0;0;0;0;;;jun-10
JAGUARA;585;907;677;747;75;269;0;0;4;1;168;15;0;0;0;0;;;jun-10
JAGUARE;799;1.225;608;576;74;200;0;0;3;9;486;51;0;0;0;0;;;jun-10
JARAGUA;3.329;7.388;9.157;9.386;564;1.939;279;0;16;23;2.255;1.196;0;0;0;0;;;jun-10
JARDIM ANGELA;2.325;9.033;7.492;6.196;458;1.820;0;0;16;17;4.545;2.682;0;0;0;0;;;jun-10
JARDIM HELENA;1.956;5.011;5.258;5.473;109;1.179;0;0;84;36;1.407;704;0;0;0;0;;;jun-10
JARDIM PAULISTA;23;271;0;0;0;0;0;0;0;2;10;8;0;0;0;0;;;jun-10
JARDIM SAO LUIS;3.607;8.171;6.333;6.391;439;1.493;0;0;21;22;3.735;1.063;0;0;0;0;;;jun-10
JOSE BONIFACIO;1.827;4.143;2.739;2.848;87;529;0;0;8;9;541;265;0;0;0;0;;;jun-10
LAJEADO;4.276;6.361;3.463;3.775;198;1.370;0;0;253;139;1.052;1.054;0;0;0;0;;;jun-10
LAPA;238;1.300;0;0;0;0;0;0;1;14;166;61;0;0;0;0;;;jun-10
LIBERDADE;350;643;263;321;0;0;0;0;5;1;454;91;0;0;0;0;;;jun-10
LIMAO;473;1.523;768;747;31;220;0;0;3;3;423;96;0;0;0;0;;;jun-10
MANDAQUI;922;2.402;1.675;2.099;168;412;0;0;4;2;818;325;0;0;0;0;;;jun-10
MARSILAC;56;80;0;0;0;0;0;0;0;0;5;14;0;0;0;0;;;jun-10
MOEMA;212;629;368;239;0;0;0;0;6;5;92;45;0;0;0;0;;;jun-10
MOOCA;505;1.000;300;313;63;199;0;0;3;0;195;70;0;0;0;0;;;jun-10
MORUMBI;324;697;493;629;76;134;0;0;0;7;287;17;0;0;0;0;;;jun-10
PARELHEIROS;2.141;5.536;3.056;2.005;266;1.064;0;0;10;21;1.702;712;0;0;0;0;;;jun-10
PARI;327;288;308;335;0;0;0;0;0;0;163;36;0;0;0;0;;;jun-10
PARQUE DO CARMO;1.321;1.839;656;759;0;105;0;0;6;2;360;122;0;0;0;0;;;jun-10
PEDREIRA;1.588;3.527;3.838;4.615;209;1.344;0;0;14;22;1.526;1.143;0;0;0;0;;;jun-10
PENHA;1.352;1.223;523;383;0;0;0;0;26;11;623;153;0;0;0;0;;;jun-10
PERDIZES;355;699;343;303;0;0;0;0;1;1;172;2;0;0;0;0;;;jun-10
PERUS;917;3.265;4.265;4.011;192;829;0;0;10;13;1.212;310;0;0;0;0;;;jun-10
PINHEIROS;291;696;355;386;0;0;0;0;1;0;191;25;0;0;0;0;;;jun-10
PIRITUBA;1.380;3.642;3.418;4.079;356;1.079;309;0;6;8;1.038;478;0;0;0;0;;;jun-10
PONTE RASA;754;1.921;2.030;3.101;73;470;0;0;4;6;576;248;0;0;0;0;;;jun-10
RAPOSO TAVARES;1.767;3.937;3.943;4.167;192;827;0;0;2;15;1.147;144;0;0;0;0;;;jun-10
REPUBLICA;10;293;0;0;0;0;0;0;0;3;4;60;0;0;0;0;;;jun-10
RIO PEQUENO;1.568;3.400;3.244;3.439;248;604;0;0;3;5;1.218;158;0;0;0;0;;;jun-10
SACOMA;3.252;5.964;4.935;5.445;437;1.556;0;0;11;9;2.020;853;0;0;0;0;;;jun-10
SANTA CECILIA;861;994;0;0;0;0;0;0;12;3;542;35;0;0;0;0;;;jun-10
SANTANA;878;1.202;1.105;1.559;0;213;1.064;518;3;3;386;114;0;0;0;0;;;jun-10
SANTO AMARO;248;413;766;1.192;78;553;93;0;3;8;150;46;0;0;0;0;;;jun-10
SAO DOMINGOS;699;1.599;2.564;2.961;70;315;0;0;0;1;567;170;0;0;0;0;;;jun-10
SAO LUCAS;616;2.592;2.939;3.396;103;629;0;0;0;6;595;334;0;0;0;0;;;jun-10
SAO MATEUS;1.967;4.564;3.593;3.899;337;1.477;0;0;6;6;994;282;0;0;0;0;;;jun-10
SAO MIGUEL;1.699;2.843;3.264;4.092;131;1.045;263;0;14;3;510;161;0;0;0;0;;;jun-10
SAO RAFAEL;2.453;6.417;5.111;4.835;376;1.188;0;0;2;8;1.557;407;0;0;0;0;;;jun-10
SAPOPEMBA;3.996;9.113;9.210;10.010;693;1.835;291;0;17;16;2.504;333;0;0;0;0;;;jun-10
SAUDE;391;1.035;243;369;70;248;0;0;2;1;384;46;0;0;0;0;;;jun-10
SE;39;140;502;395;93;148;0;0;1;0;202;66;0;0;0;0;;;jun-10
SOCORRO;326;991;1.036;1.431;79;357;0;0;0;1;170;23;0;0;0;0;;;jun-10
TATUAPE;436;1.259;709;1.055;95;496;0;0;1;9;167;66;0;0;0;0;;;jun-10
TREMEMBE;1.339;4.639;3.567;4.232;471;1.047;0;0;6;6;1.851;1.472;0;0;0;0;;;jun-10
TUCURUVI;312;637;1.049;1.192;0;0;0;0;3;0;243;162;0;0;0;0;;;jun-10
VILA ANDRADE;469;1.560;2.346;1.783;272;485;0;0;0;4;1.441;707;0;0;0;0;;;jun-10
VILA CURUCA;2.225;5.819;5.789;6.500;86;889;0;0;14;22;1.144;602;0;0;0;0;;;jun-10
VILA FORMOSA;649;1.917;842;892;0;136;0;0;0;3;502;168;0;0;0;0;;;jun-10
VILA GUILHERME;363;1.166;978;1.012;51;108;0;0;0;3;260;109;0;0;0;0;;;jun-10
VILA JACUI;2.359;5.436;3.908;4.393;151;346;0;0;17;51;1.076;391;0;0;0;0;;;jun-10
VILA LEOPOLDINA;223;548;542;564;63;158;0;0;5;5;89;37;0;0;0;0;;;jun-10
VILA MARIA;1.508;3.608;3.010;3.029;92;413;0;0;3;7;872;414;0;0;0;0;;;jun-10
VILA MARIANA;359;881;284;239;0;0;0;0;0;1;344;39;0;0;0;0;;;jun-10
VILA MATILDE;923;1.341;2.225;2.853;105;423;0;0;3;2;402;66;0;0;0;0;;;jun-10
VILA MEDEIROS;1.567;3.335;1.746;2.037;410;1.052;0;0;5;3;1.120;274;0;0;0;0;;;jun-10
VILA PRUDENTE;1.275;2.047;981;1.175;67;273;0;0;2;5;449;63;0;0;0;0;;;jun-10
VILA SONIA;809;2.164;1.759;2.113;174;469;0;0;0;2;1.153;403;0;0;0;0;;;jun-10
AGUA RASA;693;1.086;1.098;1.304;69;150;0;0;0;1;478;79;0;0;0;0;;;set-10
ALTO DE PINHEIROS;259;78;0;0;0;0;0;0;0;0;133;0;0;0;0;0;;;set-10
ANHANGUERA;871;2.264;2.898;3.069;182;641;0;0;2;12;902;261;0;0;0;0;;;set-10
ARICANDUVA;986;1.098;1.614;2.026;109;291;0;0;0;2;560;187;0;0;0;0;;;set-10
ARTUR ALVIM;1.655;3.175;2.252;2.503;0;172;0;0;1;5;979;328;0;0;0;0;;;set-10
BARRA FUNDA;290;49;0;0;0;0;0;0;0;1;117;0;0;0;0;0;;;set-10
BELA VISTA;839;1.125;419;464;0;307;0;0;37;0;634;24;0;0;0;0;;;set-10
BELEM;638;916;347;252;0;0;0;0;2;4;354;108;0;0;0;0;;;set-10
BOM RETIRO;450;1.177;0;0;0;0;0;0;7;0;581;64;0;0;0;0;;;set-10
BRAS;409;705;0;0;0;0;0;0;1;2;526;20;0;0;0;0;;;set-10
BRASILANDIA;4.123;9.169;7.828;7.963;485;2.646;0;0;8;15;3.778;903;0;0;0;0;;;set-10
BUTANTA;395;823;1.215;1.458;349;870;0;0;2;0;249;85;0;0;0;0;;;set-10
CACHOEIRINHA;1.722;3.915;3.157;3.294;151;731;0;0;4;6;1.603;394;0;0;0;0;;;set-10
CAMBUCI;183;510;0;0;274;399;0;0;0;2;237;225;0;0;0;0;;;set-10
CAMPO BELO;534;681;1.033;1.360;113;444;0;0;2;0;441;3;0;0;0;0;;;set-10
CAMPO GRANDE;678;2.179;2.242;2.987;223;592;0;0;1;3;565;404;0;0;0;0;;;set-10
CAMPO LIMPO;2.429;7.850;8.283;8.178;631;2.391;0;0;56;12;4.351;1.553;0;0;0;0;;;set-10
CANGAIBA;1.495;4.019;1.951;2.626;127;859;0;0;1;8;1.959;952;0;0;0;0;;;set-10
CAPAO REDONDO;2.721;7.450;9.136;8.867;1.219;3.387;0;0;25;13;4.749;2.628;0;0;0;0;;;set-10
CARRAO;1.159;1.726;1.011;1.162;0;0;0;0;0;4;473;50;0;0;0;0;;;set-10
CASA VERDE;532;1.241;1.156;1.238;97;246;0;0;1;2;946;371;0;0;0;0;;;set-10
CIDADE ADEMAR;2.694;5.390;3.468;3.585;474;1.066;0;0;3;11;4.499;2.040;0;0;0;0;;;set-10
CIDADE DUTRA;3.520;7.286;5.393;6.779;424;1.605;0;0;7;12;3.645;653;0;0;0;0;;;set-10
